store_id,reviewer_id,visit_date,visit_count,visit_time
1527,ehehehrla,2025-11-10,1,Á¡½É
1527,ytj****,2025-11-08,16,Á¡½É
1527,Ãµ»óÃµÇÏÀ¯¾Æµ¶Á¾¾Ç³à48,2025-11-05,1,Á¡½É
1527,¿¬»þ¹Ì,2025-10-31,27,Á¡½É
1527,sojae110433,2025-10-30,2,Àú³á
1527,ÃÝÆÄ´Â ³»²¨,2025-10-29,5,Á¡½É
1527,¸Ô´Â»ç¶÷ ¸¶¸£ÄÚ,2025-10-23,1,Á¡½É
1527,´©±¸°Ô83,2025-10-16,1,Á¡½É
1527,yoo****,2025-10-15,1,¾ÆÄ§
1527,¿¬»þ¹Ì,2025-10-14,25,Á¡½É
1527,ºñÅ©7,2025-10-13,1,Á¡½É
1527,ÃÝÆÄ´Â ³»²¨,2025-10-09,4,¾ÆÄ§
1527,¿À»ê¾ð´Ï,2025-10-03,1,Á¡½É
1527,yun****,2025-10-02,1,Á¡½É
1527,¿¬»þ¹Ì,2025-10-01,24,Á¡½É
1527,kor****,2025-09-23,1,Á¡½É
1527,Heeeeeee50,2025-09-22,2,Àú³á
1527,ytj****,2025-09-20,15,Á¡½É
1527,È£¿¬Áö±â1987,2025-09-08,8,Àú³á
1527,È£¿¬Áö±â1987,2025-08-29,7,Àú³á
1527,serash99,2025-08-28,1,Á¡½É
1527,½ºÀÃ19,2025-08-27,1,Á¡½É
1527,»ç°¢Åä¸¶Åä,2025-08-23,1,Á¡½É
1527,YOLO360,2025-08-13,12,¾ÆÄ§
1527,YOLO360,2025-08-11,11,¾ÆÄ§
1527,µÅÁöµÅÁö47,2025-08-11,2,¾ÆÄ§
1527,³ª¹«32,2025-08-08,1,Àú³á
1527,µÅÁöµÅÁö47,2025-08-07,1,¾ÆÄ§
1527,¿À·æµµ»ç,2025-08-02,1,Àú³á
1527,candiya,2025-07-30,1,Àú³á
1527,¸À¾øÀ¸¸é¼Õµµ¾È´ë¿ä,2025-07-30,1,Á¡½É
1527,YOLO360,2025-07-30,9,¾ÆÄ§
1527,YOLO360,2025-07-28,8,¾ÆÄ§
1527,ÀÌ¿¹Àº1128,2025-07-26,1,Àú³á
1527,YOLO360,2025-07-25,7,¾ÆÄ§
1527,¿¬»þ¹Ì,2025-07-24,22,Á¡½É
1468,´ÞÄÞÇÑ¾¾,2026-02-10,1,Á¡½É
1468,È£ºñ¹Ù¶ó±â,2026-02-08,1,Á¡½É
1468,adele21,2026-02-07,9,Á¡½É
1468,¸ÞÀÌ8560,2026-01-23,4,Á¡½É
1468,ÇÇ¿¤32,2026-01-21,25,Á¡½É
1468,°¡¸¶¼Ü°í±¸¸¶,2026-01-18,1,Á¡½É
1468,ljk1998,2026-01-16,27,Àú³á
1468,º¸Çì¹Ì¾È0,2026-01-15,1,Á¡½É
1468,kim****,2026-01-13,1,Àú³á
1468,ÇÇ¿¤32,2025-12-31,24,Á¡½É
1468,hor****,2025-12-25,4,Àú³á
1468,hor****,2025-12-22,3,Àú³á
1468,glzkfl,2025-12-19,13,Á¡½É
1468,hor****,2025-12-16,2,Àú³á
1468,kko****,2025-12-07,1,Á¡½É
1468,Ãàº¹°¡µæ93,2025-12-06,1,Àú³á
1468,adele21,2025-12-06,8,Á¡½É
1468,µÍµÍ39¸ÀÁý,2025-12-03,1,Á¡½É
1468,glzkfl,2025-11-26,12,Á¡½É
1468,2026 ±Â±Âµ¥ÀÌ,2025-11-26,1,Á¡½É
1468,»îÀÇÁ¹¾÷Àå,2025-11-20,2,Á¡½É
1468,Èñ¾ß7168,2025-11-16,2,Á¡½É
1468,chitchit,2025-11-09,1,Á¡½É
1468,NY284,2025-11-09,1,Á¡½É
1468,ÈÄ´çÀÌ,2025-11-05,2,Á¡½É
1468,wis****,2025-10-12,3,¾ÆÄ§
1468,ÇÇ¿¤32,2025-10-03,23,Á¡½É
1468,anastasia,2025-09-23,1,Á¡½É
1468,ÆÒ´õ7043,2025-09-23,31,Á¡½É
1468,ÇÇ¿¤32,2025-09-17,22,Á¡½É
1468,ÆÒ´õ7043,2025-09-16,30,Á¡½É
1468,asu****,2025-09-14,3,Á¡½É
1468,wis****,2025-09-14,2,¾ÆÄ§
1468,¿Õ¿ÕºÎÀÚ,2025-09-10,3,Àú³á
1468,´«ÀÇ¾Æµé2,2025-09-04,1,¾ÆÄ§
1468,ÆÇÆÇÅºÅº,2025-09-02,10,Àú³á
1468,ÆÒ´õ7043,2025-08-29,29,Àú³á
1468,Taste good,2025-08-27,1,Àú³á
1468,ÃÊÀÌ2030,2025-08-27,1,Á¡½É
1468,ÇÇ¿¤32,2025-08-20,21,Á¡½É
1468,ÆÒ´õ7043,2025-08-18,28,Á¡½É
1468,pur****,2025-08-02,1,Á¡½É
1468,¸Þ´º¼±ÅÃ°¡ÀÌµå,2025-08-01,1,¾ÆÄ§
1468,asu****,2025-07-31,2,Á¡½É
1468,ÆÒ´õ7043,2025-07-30,26,Àú³á
1468,ÇÇ¿¤32,2025-07-28,20,Á¡½É
1468,»Ç·ÕÀÎ°£,2025-07-25,1,Àú³á
1468,ÇÇ¿¤32,2025-07-25,19,Á¡½É
1468,±êÅÐ±¸¸§,2025-07-17,3,Á¡½É
1468,msmini,2025-07-16,1,Á¡½É
1640,syr****,2026-01-28,1,Á¡½É
1640,°­¼ÒÀÌ0,2026-01-04,1,Á¡½É
1640,yuri3195,2025-12-24,3,Àú³á
1640,Hee57,2025-12-24,1,Á¡½É
1640,Gaiia,2025-12-17,9,Á¡½É
1640,876****,2025-12-14,1,Á¡½É
1640,¼¼¸¸¸¸ÀÌºº¶±,2025-12-05,1,Á¡½É
1640,µµ½Ã»çÀÚ,2025-11-26,1,Àú³á
1640,»§ÀÌ659,2025-11-17,9,Á¡½É
1640,Ä¡ÁîÄÉÀÌÅ©´öÈÄ,2025-11-11,1,Á¡½É
1640,Good Luck37,2025-11-01,1,Àú³á
1640,ÃÌÃ¶»ìÀÎ ¹Ì½Ä°¡,2025-10-28,1,Á¡½É
1640,Dalda Lemon,2025-09-18,2,Àú³á
1640,±è±×¸°Æ¼,2025-09-15,3,¾ÆÄ§
1640,ÇÏ¿ïS,2025-08-07,3,Á¡½É
1640,ul****,2025-07-30,1,Á¡½É
1640,ÄÚ¶ó7,2025-07-28,1,Àú³á
1640,KOREA good,2025-07-07,12,Á¡½É
1640,³¶ÀÚ9981,2025-07-03,9,Á¡½É
1640,³©³²,2025-06-20,1,Á¡½É
1640,¸Ô°íº¸ÀÚ±¸,2025-06-18,2,Á¡½É
1640,strobery11,2025-06-15,1,Á¡½É
1640,±è¼±Çý37,2025-06-13,1,Á¡½É
1640,»÷µåÀ§Ä¡Æä½ºÃò¸®,2025-06-05,88,¾ÆÄ§
1640,sky****,2025-06-02,1,Á¡½É
1640,µà´Ïµà´Ï55,2025-05-13,2,Àú³á
1640,¿ä±âÁ¶±â³ëÁö,2025-04-30,1,Á¡½É
1640,521****,2025-03-30,1,Á¡½É
1640,fe****,2025-03-28,4,Á¡½É
1640,mp****,2025-03-17,1,¾ÆÄ§
1640,µà´Ïµà´Ï55,2025-02-27,1,Á¡½É
1640,ÇÏ¿ïS,2025-02-21,2,Á¡½É
1640,´ç½Å´öºÐ¿¡,2025-02-11,1,¾ÆÄ§
1640,fe****,2025-01-22,3,Àú³á
1640,ÆÛÇÃ001,2025-01-08,1,Á¡½É
1640,Win38,2024-12-31,1,Á¡½É
1640,KOREA good,2024-12-24,11,Á¡½É
1640,paloma3,2024-12-23,1,Á¡½É
1640,±è±×¸°Æ¼,2024-12-23,1,¾ÆÄ§
1640,¶ö¶ö¶ö¶ó97,2024-12-14,1,Á¡½É
1640,Çàº¹ÇÑ¾î¸°¿ÕÀÚ»ç¶û,2024-12-14,1,Á¡½É
1640,young1y,2024-12-06,1,Á¡½É
1640,KOREA good,2024-11-29,10,Á¡½É
1640,¼ö¼ö8063,2024-11-26,1,Á¡½É
1640,fe****,2024-11-26,2,Á¡½É
1640,ribbonry,2024-11-18,12,¾ÆÄ§
1640,TeDDYnME,2024-11-15,1,Á¡½É
1640,KOREA good,2024-11-11,9,Á¡½É
1640,¿¬4184,2024-11-04,1,Á¡½É
1640,Hooniri,2024-11-03,1,Á¡½É
1650,È÷±ã½º,2026-02-10,4,¾ÆÄ§
1650,Ãò¶óÀÌÃò¶óÀÌ,2026-02-09,96,Àú³á
1650,±è8095,2026-02-07,1,Á¡½É
1650,jae****,2026-02-06,1,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2026-02-05,95,Àú³á
1650,Ãò¶óÀÌÃò¶óÀÌ,2026-02-03,94,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2026-01-23,92,Àú³á
1650,sa1tedbutter,2026-01-15,1,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2026-01-15,91,Á¡½É
1650,ohappyday22,2026-01-14,2,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2026-01-13,90,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2026-01-12,89,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2026-01-09,88,Àú³á
1650,¶Ç¶°³ªÀ¯,2026-01-07,1,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2026-01-06,87,Àú³á
1650,n1c****,2025-12-23,6,¾ÆÄ§
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-12-22,86,Àú³á
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-12-19,85,Àú³á
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-12-11,84,Á¡½É
1650,n1c****,2025-12-11,5,¾ÆÄ§
1650,FARI7,2025-12-10,1,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-12-08,83,Àú³á
1650,°õ½¶·© 33,2025-12-08,1,¾ÆÄ§
1650,È£ÀÌÁ¤29,2025-12-05,2,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-12-04,82,Àú³á
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-12-01,81,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-11-27,79,Àú³á
1650,»¡°£¸¶¾Ñ,2025-11-27,2,Àú³á
1650,xog****,2025-11-25,1,¾ÆÄ§
1650,JEN141,2025-11-18,13,Á¡½É
1650,n1c****,2025-11-18,4,¾ÆÄ§
1650,n1c****,2025-11-12,3,¾ÆÄ§
1650,n1c****,2025-11-10,2,¾ÆÄ§
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-11-07,77,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-11-06,76,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-11-03,75,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-11-01,74,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-10-31,73,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-10-30,72,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-10-28,71,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-10-27,70,Àú³á
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-10-21,69,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-10-20,68,Àú³á
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-10-18,67,Á¡½É
1650,´ëÁö°¥ºñ,2025-10-17,4,Àú³á
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-10-17,66,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-10-14,65,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-10-13,64,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-09-25,63,Á¡½É
1650,Ãò¶óÀÌÃò¶óÀÌ,2025-09-18,62,Àú³á
1626,joyce58,2026-02-03,5,Á¡½É
1626,ÇÏ´Ã°øÁÖ6,2026-02-01,1,Á¡½É
1626,asd5566,2026-01-29,1,Àú³á
1626,³»°¡ ¾î¶§,2026-01-29,1,Á¡½É
1626,joyce58,2026-01-29,4,Á¡½É
1626,ros****,2026-01-23,4,Á¡½É
1626,¤¡¿äÁ¤¤¤,2026-01-22,52,Á¡½É
1626,¾ÆÅä¹Ì20,2026-01-21,1,¾ÆÄ§
1626,alclswkahd,2026-01-18,1,Àú³á
1626,Àå¹ÌÄ®,2026-01-17,275,¾ÆÄ§
1626,Heeeeeee50,2026-01-16,2,Á¡½É
1626,¿¤¹ö¸®,2026-01-15,1,Á¡½É
1626,»ç¶÷Çâ±â5,2026-01-13,1,Á¡½É
1626,³ª´Â¸®ºä¾î´Ù,2026-01-13,3,Á¡½É
1626,Love Hunter69,2026-01-11,7,Àú³á
1626,Àå¹ÌÄ®,2026-01-11,274,¾ÆÄ§
1626,tha****,2026-01-10,1,Á¡½É
1626,Àå¹ÌÄ®,2026-01-10,273,¾ÆÄ§
1626,³ª´Â¸®ºä¾î´Ù,2026-01-09,2,Á¡½É
1626,joyce58,2026-01-08,3,Á¡½É
1626,Àå¹ÌÄ®,2026-01-08,272,¾ÆÄ§
1626,»§ÀÌ659,2026-01-07,2,Á¡½É
1626,Àå¹ÌÄ®,2026-01-04,271,¾ÆÄ§
1626,Àå¹ÌÄ®,2025-12-28,270,¾ÆÄ§
1626,bombombombom,2025-12-27,1,Á¡½É
1626,asyoungx,2025-12-26,1,Á¡½É
1626,³ª¸£´Ù53,2025-12-26,1,Á¡½É
1626,saddo hn,2025-12-25,1,Àú³á
1626,½ãE,2025-12-25,1,Á¡½É
1626,°¢½ÃÅ»´Ô,2025-12-25,1,Á¡½É
1626,ÂÁÂÁ¹Ú»ç Àº¹Ú»ç,2025-12-25,1,Á¡½É
1626,½º´©G,2025-12-24,1,Àú³á
1626,h2suism,2025-12-21,1,Á¡½É
1626,½Å³ª´ÂºôÁÖ,2025-12-20,1,Á¡½É
1626,¾ÆÀÌ½ºº£¾î½º,2025-12-19,1,¾ÆÄ§
1626,Àº¸ð·¡10,2025-12-17,1,Á¡½É
1626,ÀÚ¸£°¥¸¶,2025-12-17,1,Á¡½É
1626,¹¹¶óÇÏÁö´Ð³×ÀÓ,2025-12-16,2,Àú³á
1626,¸ÀÁýÃ£¾ÆÈú¸µÇÏ±â,2025-12-16,1,Á¡½É
1626,ÇÏ¾á»ç°ú78,2025-12-16,1,Á¡½É
1626,¤¾¤¾3741,2025-12-15,20,Á¡½É
1626,³»ÀÏÀº Prague,2025-12-15,2,Á¡½É
1626,¹èºÎ¸¥Ãá½ÄÀ×,2025-12-13,1,Á¡½É
1626,jag****,2025-12-13,1,¾ÆÄ§
1626,jh1681030,2025-12-12,30,Á¡½É
1626,µþ±âÅä³¢,2025-12-12,3,Á¡½É
1626,¸Á°í±¸¾Æ¹ÙÁê½º,2025-12-12,2,Á¡½É
1626,kos****,2025-12-11,1,Á¡½É
1626,È£·Î¸®³ª,2025-12-09,1,Á¡½É
1626,yyuyyy,2025-12-09,14,Á¡½É
1438,³­ÀÌ3489,2026-02-10,4,Àú³á
1438,±Ý±¤È¸¼±Ã¢,2026-02-08,2,Á¡½É
1438,¶óÀÌÇÁ ÀÎÇÃ·ç¾ð¼­,2026-02-04,5,Á¡½É
1438,pandadoll91,2026-02-02,1,Àú³á
1438,Àå¹ÌÄ®,2026-01-31,19,¾ÆÄ§
1438,µÓµÎºÎµÓµÓ,2026-01-28,1,Á¡½É
1438,È¯»ó¶ó¸é,2026-01-27,1,¾ÆÄ§
1438,¿ÂÇª³É,2026-01-26,6,Á¡½É
1438,hye****,2026-01-21,3,Á¡½É
1438,·Î±×ÀÎ²Ù¸¶,2026-01-21,1,Á¡½É
1438,jiiwon0318,2026-01-19,1,Á¡½É
1438,Àå¹ÌÄ®,2026-01-18,18,¾ÆÄ§
1438,3583,2026-01-17,1,Àú³á
1438,lov****,2026-01-16,1,Àú³á
1438,±îÄ¡50,2026-01-16,1,Á¡½É
1438,mashro,2026-01-13,13,Àú³á
1438,¶óÀÌÇÁ ÀÎÇÃ·ç¾ð¼­,2026-01-12,4,Á¡½É
1438,Àå¹ÌÄ®,2026-01-06,17,¾ÆÄ§
1438,Àå¹ÌÄ®,2026-01-03,16,¾ÆÄ§
1438,¿ÂÇª³É,2026-01-02,5,Á¡½É
1438,¶óÀÌÇÁ ÀÎÇÃ·ç¾ð¼­,2026-01-02,3,Á¡½É
1438,jos****,2026-01-01,1,Á¡½É
1438,Àå¹ÌÄ®,2025-12-31,15,¾ÆÄ§
1438,Àå¹ÌÄ®,2025-12-30,14,¾ÆÄ§
1438,Àå¹ÌÄ®,2025-12-27,13,¾ÆÄ§
1438,µµ¶óÁö²É36,2025-12-26,1,Á¡½É
1438,Àå¹ÌÄ®,2025-12-26,12,¾ÆÄ§
1438,com8903,2025-12-25,1,Á¡½É
1438,Àå¹ÌÄ®,2025-12-24,11,¾ÆÄ§
1438,Àå¹ÌÄ®,2025-12-20,10,¾ÆÄ§
1438,Medic52,2025-12-17,1,Àú³á
1438,Àå¹ÌÄ®,2025-12-16,9,¾ÆÄ§
1438,ÇÏ´Ã´«¹°19,2025-12-14,1,Á¡½É
1438,Àå¹ÌÄ®,2025-12-14,8,¾ÆÄ§
1438,Àå¹ÌÄ®,2025-12-13,7,¾ÆÄ§
1438,ZFB,2025-12-12,23,Á¡½É
1438,ÆþÆþÀÌ76,2025-12-11,2,¾ÆÄ§
1438,shi****,2025-12-07,1,Á¡½É
1438,Àå¹ÌÄ®,2025-12-07,6,¾ÆÄ§
