store_id,store_name,store_region,store_type,store_address,store_latitude,store_longitude,store_open_date
2003,강서우장산,서울,일반 매장,"서울특별시 강서구 화곡동 1013-3 우장산역 해링턴 타워, 116/117/118/119/120호",37.54661115,126.8361133,20220712
1771,등촌대로,서울,일반 매장,서울특별시 강서구 염창동 274-17 센터스퀘어,37.55049218,126.8665096,20210303
2393,마곡보타닉게이트,서울,일반 매장,서울특별시 강서구 마곡동 779,37.56910032,126.8363328,20250417
1839,가양역사거리,서울,일반 매장,"서울특별시 강서구 등촌동 628-9 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",37.56007,126.855372,20210806
2407,원그로브,서울,일반 매장,서울특별시 강서구 마곡동769 WB115호,37.56124715,126.8246555,20250523
1903,내발산,서울,일반 매장,"서울특별시 강서구 내발산동 668, 101/102호",37.55467,126.83672,20211209
1940,마곡웰튼,서울,일반 매장,"서울특별시 강서구 마곡동 759-2, 104/105/106호",37.56714289,126.8253152,20220323
2518,김포공항국내선,서울,일반 매장,서울특별시 강서구 공항동 1373-5 김포공항 국내선터미널 3층,37.55912618,126.8023925,20260123
1998,김포공항DT,서울,일반 매장,서울특별시 강서구 방화동 645-6,37.56627942,126.8060664,20220714
1864,강서NC,서울,일반 매장,"서울특별시 강서구 등촌동 689 엔씨백화점 1F, 일부",37.55978003,126.8399835,20210915
2378,김포공항국제선,서울,일반 매장,서울특별시 강서구 방화동 886 (면세구역 내 35번 게이트 옆),37.5660449,126.8005038,20250207
2394,마곡케이스퀘어,서울,일반 매장,"서울특별시 강서구 마곡동 768-1, 1층 일부",37.5623745,126.8269307,20250416
1783,마곡나루공원,서울,일반 매장,서울특별시 강서구 마곡동 743-1,37.567007,126.822246,20210415
2194,송정역,서울,일반 매장,"서울특별시 강서구 공항동 32-3, 1층 일부",37.56105571,126.8115099,20231011
1769,강서구청사거리,서울,일반 매장,서울특별시 강서구 화곡동 1111 SJ라벨라,37.5549266,126.8523133,20210224
1546,낙성대역,서울,일반 매장,서울특별시 관악구 봉천동 1660-1,37.47776013,126.9611426,20190927
1500,관악서울대입구R,서울,리저브 매장,서울특별시 관악구 봉천동 856-6 BS타워,37.47932481,126.952702,20190531
1292,신림DT,서울,일반 매장,"서울특별시 관악구 신림동 564-12, 564-11",37.480935,126.908407,20180208
1143,서울대역,서울,일반 매장,서울특별시 관악구 봉천동 861-6,37.48166265,126.9520165,20161209
1094,낙성대DT,서울,일반 매장,서울특별시 관악구 봉천동 1657-3,37.47624317,126.9651172,20160729
733,사당,서울,일반 매장,서울특별시 관악구 남현동 1060-10,37.4760559,126.980928,20140213
639,보라매대교빌딩,서울,일반 매장,서울특별시 관악구 봉천동 729-21 대교타워 1층,37.491449,126.925432,20130709
24,신림,서울,일반 매장,서울특별시 관악구 신림동 1432-71번지,37.48609493,126.9291602,20090317
30,신림타임스트림,서울,일반 매장,서울특별시 관악구 신림동 1641-2번지 타임스트림 1층,37.48407102,126.9302583,20090227
468,서울대입구역,서울,일반 매장,서울특별시 관악구 봉천동 869-1,37.48120739,126.9514006,20120106
2453,신림녹두거리,서울,일반 매장,서울특별시 관악구 신림동 1747 센터스퀘어 서울대점,37.4704882,126.9381587,20250829
2143,서울대입구역8번출구,서울,일반 매장,서울특별시 관악구 봉천동 852-5,37.4812061,126.9536942,20230714
1950,봉천역,서울,일반 매장,서울특별시 관악구 봉천동 927-5 청운빌딩,37.48203753,126.9422878,20220429
2342,봉천현대시장,서울,일반 매장,"서울특별시 관악구 봉천동 465-2, 1층 101~104호",37.48665267,126.9482961,20241106
1544,건국대,서울,일반 매장,서울특별시 광진구 화양동 5-45,37.54154747,127.0711558,20191004
1458,어린이대공원역,서울,일반 매장,서울특별시 광진구 군자동 236,37.551946,127.076404,20190115
1414,아차산역,서울,일반 매장,서울특별시 광진구 구의동 75-19,37.55062116,127.0900321,20180912
1278,올림픽대교북단,서울,일반 매장,서울특별시 광진구 구의동 200-2,37.541129,127.09524,20170926
921,구의DT,서울,일반 매장,"서울특별시 광진구 구의동 67-36,37,7",37.54529839,127.0871967,20150429
882,자양사거리,서울,일반 매장,서울특별시 광진구 자양동 779,37.5371158,127.0825821,20150115
761,군자역,서울,일반 매장,서울특별시 광진구 군자동 478-5 중앙빌딩,37.55702607,127.0791098,20140411
659,광나루,서울,일반 매장,"서울특별시 광진구 광장동 329-1 1,2층",37.54737112,127.1060487,20130829
139,건대스타시티,서울,일반 매장,"서울특별시 광진구 자양동 227-7  1층 19,20,21호",37.538544,127.073009,20070319
297,건대입구,서울,일반 매장,서울특별시 광진구 화양동 5-47,37.5406604,127.0707225,20090924
517,광장,서울,일반 매장,서울특별시 광진구 광장동 582,37.54261258,127.0996405,20120515
528,건국클래식,서울,일반 매장,"서울특별시 광진구 자양동 227-342 더 클래식500  1층 C102,103호",37.538466,127.071271,20120629
2454,건대로데오,서울,일반 매장,서울특별시 광진구 자양동 8-8 더포디엄830,37.54079664,127.0667289,20250829
2450,강변,서울,일반 매장,서울특별시 광진구 구의동 594-4 금성빌딩,37.53474181,127.0919732,20250829
2422,구의역이스트폴,서울,일반 매장,"서울특별시 광진구 자양동 870, 1층",37.53657397,127.087857,20250627
1925,건대후문,서울,일반 매장,서울특별시 광진구 화양동 111-12 빌리브 인테라스 B02~B06,37.54603056,127.0738193,20220127
1945,중곡역,서울,일반 매장,서울특별시 광진구 중곡동 30-80 보건복지행정타운 1층일부,37.56505701,127.0844523,20220324
1677,자양이마트,서울,일반 매장,서울특별시 광진구 자양동 227-7 더샵스타시티 지하1층,37.53862005,127.0734896,20200813
1936,자양역,서울,일반 매장,서울특별시 광진구 자양동 855 이튼타워리버3차 1층 109호,37.53268464,127.0678785,20220316
2439,뚝섬한강공원,서울,일반 매장,서울특별시 광진구 자양동 424,37.52833825,127.0682726,20250731
2247,화양삼거리,서울,일반 매장,서울특별시 광진구 화양동 174 건대 트레비앙 오피스텔,37.54774853,127.0712692,20240321
1802,군자사거리,서울,일반 매장,서울특별시 광진구 중곡동 649-4 1층,37.55769507,127.0790879,20210429
488,구의역,서울,일반 매장,서울특별시 광진구 구의동 246-15,37.53698,127.084015,20120229
1637,금천구청역,서울,일반 매장,"서울특별시 금천구 시흥동 1031, 엠메디컬타워 1층",37.45588673,126.8956825,20200429
1405,가산에스케이,서울,일반 매장,"서울특별시 금천구 가산동 371-41, SK V1센터 1층",37.48082409,126.8810008,20180827
1218,독산사거리,서울,일반 매장,서울특별시 금천구 독산동 159-23 영진빌딩,37.47158263,126.8986055,20170519
1184,금천시흥,서울,일반 매장,서울특별시 금천구 시흥동 904-22 더플레이스,37.44875938,126.9032388,20170315
1076,가산디지털단지역,서울,일반 매장,"서울특별시 금천구 가산동 50-3, 대륭포스트타워 6차 1층",37.48135375,126.8835891,20160615
778,금천독산,서울,일반 매장,서울특별시 금천구 독산동 291-1,37.46957081,126.8956578,20140521
227,가산디지털,서울,일반 매장,"서울특별시 금천구 가산동 371-28, 우림라이온스밸리 B동 1층",37.47997009,126.8825072,20060125
555,마리오아울렛,서울,일반 매장,서울특별시 금천구 가산동 60-20 ㈜마리오 3관1층,37.47860691,126.8848483,20120919
364,가산브이타워,서울,일반 매장,"서울특별시 금천구 가산동 371-37, V-TOWER 1층",37.4770041,126.8835506,20110127
1927,독산역,서울,일반 매장,"서울특별시 금천구 가산동 673, 107-2, 1층",37.46770967,126.887674,20220225
2463,금천금나래,서울,일반 매장,서울특별시 금천구 시흥동 113 1층,37.45868985,126.897,20250926
2303,가산퍼블릭,서울,일반 매장,"서울특별시 금천구 가산동 60-26, B동 F Park 1층",37.47574363,126.886848,20240807
1979,가산현대아울렛,서울,일반 매장,"서울특별시 금천구 가산동 60-8 현대시티아울렛 가산점, 1층 일부",37.47768044,126.8888406,20220603
2200,가산케이에스,서울,일반 매장,"서울특별시 금천구 가산동 60-14, 가산KS타워 1층",37.48089352,126.8851557,20231101
2326,가산어반워크,서울,일반 매장,서울특별시 금천구 가산동 451-1,37.48002317,126.878251,20240927
1616,월계역,서울,일반 매장,"서울특별시 노원구 월계동 633-31(104,105,106호)",37.6295,127.0574,20200218
1475,월계트레이더스,서울,일반 매장,서울특별시 노원구 월계동 333-1 월계이마트,37.62759527,127.0619061,20190314
1484,상계초교사거리,서울,일반 매장,서울특별시 노원구 상계동 372-16,37.656776,127.066442,20190411
1379,공릉DT,서울,일반 매장,"서울특별시 노원구 공릉동 597-34, 597-30, 597-31, 597-32, 597-33",37.6206884,127.0743116,20180628
1266,노원마들역,서울,일반 매장,서울특별시 노원구 상계동 694 임광아파트,37.66108907,127.0580154,20170912
1244,공릉역,서울,일반 매장,서울특별시 노원구 공릉동 379-27,37.626337,127.072252,20170718
120,은행사거리,서울,일반 매장,"서울특별시 노원구 중계동 360-6중흥빌딩 103,203호",37.65048782,127.0759793,20080229
540,노원KT,서울,일반 매장,서울특별시 노원구 상계동 723번지 ㈜KT 노원사옥,37.654562,127.063617,20120802
498,광운대,서울,일반 매장,서울특별시 노원구 월계동 410-1번지,37.62317425,127.0608065,20120404
574,중계역,서울,일반 매장,서울특별시 노원구 상계동 763-3 대한빌딩,37.64817,127.062244,20130104
596,노원역,서울,일반 매장,서울특별시 노원구 상계동 712 남성빌딩 1층,37.654751,127.060034,20130320
587,월계이마트,서울,일반 매장,서울특별시 노원구 월계동 333-1번지,37.62715819,127.0620955,20130205
1805,태릉입구역DT,서울,일반 매장,서울특별시 노원구 공릉동 653-8,37.61942,127.07932,20210520
2035,노원상계,서울,일반 매장,서울특별시 노원구 상계동 730-4,37.651535,127.061026,20221007
2316,노원구청,서울,일반 매장,서울특별시 노원구 상계동 705 태웅빌딩,37.6539896,127.057755,20240912
1511,창동이마트,서울,일반 매장,서울특별시 도봉구 창동 135-26 창동EMART,37.65167649,127.0469283,20190613
2510,덕성여대,서울,일반 매장,서울특별시 도봉구 쌍문동 423-48 지민빌딩,37.650906,127.013279,20251226
2220,도봉구청,서울,일반 매장,서울특별시 도봉구 도봉동 622-57,37.66950348,127.046038,20231208
2475,쌍문,서울,일반 매장,서울특별시 도봉구 창동 661-45 국민은행 1층,37.649424,127.035577,20251030
1801,쌍문도봉로,서울,일반 매장,서울특별시 도봉구 창동 650-45,37.6453516,127.0331011,20210429
2111,도봉로DT,서울,일반 매장,서울특별시 도봉구 쌍문동 707-9,37.66118059,127.0416301,20230323
1953,방학역,서울,일반 매장,서울특별시 도봉구 방학동 707-6,37.6653125,127.0433125,20220420
2177,창동역,서울,일반 매장,서울특별시 도봉구 창동 1-28 씨드큐브 창동,37.65409007,127.0495023,20230901
1553,노량진동,서울,일반 매장,서울특별시 동작구 노량진동 333 고려교육타워-어바니엘한강 101호~105호,37.513068,126.946537,20191025
1533,남성역,서울,일반 매장,서울특별시 동작구 사당동 252-15,37.4841198,126.9725739,20190823
1657,상도역,서울,일반 매장,서울특별시 동작구 상도1동 666-5,37.5031936,126.9484581,20200611
1466,보라매공원R,서울,리저브 매장,"서울특별시 동작구 신대방동 395-65 파크스퀘어,보라매현대APT",37.49191014,126.9235484,20190130
1439,이수자이,서울,일반 매장,서울특별시 동작구 사당동 147-29 이수자이,37.484414,126.980047,20181130
1357,노량진역,서울,일반 매장,서울특별시 동작구 노량진동 62-8 이도타워,37.51339,126.940879,20180412
1272,신대방삼거리역,서울,일반 매장,서울특별시 동작구 상도동 324-1번지,37.50034872,126.9319876,20170928
1126,중앙대,서울,일반 매장,서울특별시 동작구 흑석동 205-5,37.506933,126.958125,20161028
1015,숭실대입구역,서울,일반 매장,서울특별시 동작구 상도동 475-5,37.4968346,126.9527123,20151216
10,숭실대,서울,일반 매장,"서울특별시 동작구 상도동 501-9,11",37.49538073,126.9548891,20060228
307,사당역,서울,일반 매장,서울특별시 동작구 사당동 1031-27 양지빌딩 1-3층,37.47849216,126.9813456,20091224
2397,상도대로,서울,일반 매장,"서울특별시 동작구 상도동 27-14 성현빌딩, 1층",37.50504793,126.9428938,20250416
2411,이수역13번출구,서울,일반 매장,"서울특별시 동작구 사당동 139-30 지안플라자, 1층",37.48733712,126.9814933,20250530
1555,서강대프라자,서울,일반 매장,"서울특별시 마포구 신수동 1-1 서강대학교 지하캠퍼스 지하1층 104, 105-1호",37.55102697,126.9431337,20191016
1490,상암YTN,서울,일반 매장,서울특별시 마포구 상암동 1607 YTN 뉴스퀘어,37.57931427,126.8922104,20190429
1428,마포용강동,서울,일반 매장,서울특별시 마포구 용강동 112-2외 9필지 근린생활시설,37.541186,126.942209,20181030
1322,홍대입구역사거리R,서울,리저브 매장,서울특별시 마포구 서교동 353-5 경남관광빌딩,37.554636,126.92036,20180111
1335,마포경찰서후문,서울,일반 매장,서울특별시 마포구 아현동 618-19 마포 센텀 슬로우스퀘어,37.5508,126.953432,20180126
1323,공덕,서울,일반 매장,서울특별시 마포구 공덕동 254-8 동방빌딩,37.545913,126.952956,20180116
1366,합정폴리스R,서울,리저브 매장,서울특별시 마포구 서교동 490 메세나폴리스 B189~193,37.5509,126.9134,20180514
